,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.0,0.0,0.0,2182977.0,985691.0,169913.0,38416.0,4041.0,493.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,1307776.0,330287.0,73761.0,17486.0,3636.0,997.0,99.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,4154472.0,2548288.0,1040951.0,393812.0,132863.0,24834.0,5264.0,1512.0,292.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,6150720.0,2899618.0,1270571.0,484808.0,198723.0,80215.0,31238.0,10583.0,2890.0,588.0,82.0,6.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,7257848.0,3631582.0,1538129.0,705682.0,299671.0,113124.0,33624.0,6636.0,742.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,1208592.0,365108.0,99828.0,31866.0,6752.0,1076.0,100.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,7188576.0,3875297.0,2241122.0,867951.0,413650.0,190356.0,86542.0,40299.0,15876.0,5102.0,1326.0,238.0,24.0,1.0,0.0,0.0
7,0.0,0.0,0.0,0.0,5764576.0,2808188.0,1007768.0,391112.0,167084.0,66815.0,24018.0,7755.0,2090.0,432.0,62.0,4.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,13584.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,63807811.0,7842961.0,10230726.0,10216345.0,5537640.0,3184909.0,1279213.0,252238.0,45840.0,2197.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
